sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Nevada County,,06057,2020-03-01,6,5,30,-27,-1,0
Nevada County,,06057,2020-03-02,3,5,10,-52,2,-1
Nevada County,,06057,2020-03-03,6,3,47,-37,3,-1
Nevada County,,06057,2020-03-04,3,3,46,-35,2,0
Nevada County,,06057,2020-03-05,6,11,41,-35,3,-1
Nevada County,,06057,2020-03-06,-1,-1,26,-35,2,-1
Nevada County,,06057,2020-03-07,-11,-8,-27,-46,-7,3
Nevada County,,06057,2020-03-08,-4,-5,19,-30,-3,1
Nevada County,,06057,2020-03-09,0,3,10,-44,2,0
Nevada County,,06057,2020-03-10,5,2,42,-40,2,0
Nevada County,,06057,2020-03-11,2,2,36,-40,0,1
Nevada County,,06057,2020-03-12,5,14,51,-40,-1,1
Nevada County,,06057,2020-03-13,0,12,28,-42,-3,1
Nevada County,,06057,2020-03-14,-25,-3,-51,-57,-12,7
Nevada County,,06057,2020-03-15,-29,-10,-58,-64,-23,7
Nevada County,,06057,2020-03-16,-20,7,-3,-54,-32,9
Nevada County,,06057,2020-03-17,-22,3,8,-73,-26,9
Nevada County,,06057,2020-03-18,-31,-7,-12,-74,-32,14
Nevada County,,06057,2020-03-19,-25,4,-3,-52,-31,12
Nevada County,,06057,2020-03-20,-43,-11,-25,-62,-37,15
Nevada County,,06057,2020-03-21,-54,-21,-40,-65,-34,12
Nevada County,,06057,2020-03-22,-49,-18,-23,-61,-37,
Nevada County,,06057,2020-03-23,-41,-19,-43,-70,-41,15
Nevada County,,06057,2020-03-24,-48,-23,-25,-70,-45,18
Nevada County,,06057,2020-03-25,-47,-20,-13,-83,-45,17
Nevada County,,06057,2020-03-26,-47,-18,-15,-69,-44,17
Nevada County,,06057,2020-03-27,-49,-24,-31,-68,-43,18
Nevada County,,06057,2020-03-28,-61,-35,-65,-77,-40,15
Nevada County,,06057,2020-03-29,-56,-26,-48,-73,-41,
Nevada County,,06057,2020-03-30,-44,-26,-44,-71,-43,15
Nevada County,,06057,2020-03-31,-42,-28,-25,-64,-45,16
Nevada County,,06057,2020-04-01,-42,-24,-21,-65,-44,17
Nevada County,,06057,2020-04-02,-40,-17,-9,-65,-45,17
Nevada County,,06057,2020-04-03,-46,-26,-24,-69,-44,17
Nevada County,,06057,2020-04-04,-61,-36,-73,-83,-43,
Nevada County,,06057,2020-04-05,-66,-38,-70,,-48,
Nevada County,,06057,2020-04-06,-46,-26,-35,-82,-47,16
Nevada County,,06057,2020-04-07,-45,-25,-22,-67,-47,17
Nevada County,,06057,2020-04-08,-45,-25,-29,-62,-47,17
Nevada County,,06057,2020-04-09,-45,-23,-41,-66,-48,18
Nevada County,,06057,2020-04-10,-47,-23,-27,-69,-48,18
Nevada County,,06057,2020-04-11,-53,-24,-48,-71,-41,13
Nevada County,,06057,2020-04-12,-64,-33,-36,-66,-44,
Nevada County,,06057,2020-04-13,-40,-23,-24,-66,-43,14
Nevada County,,06057,2020-04-14,-37,-24,-10,-62,-44,16
Nevada County,,06057,2020-04-15,-44,-18,-10,-56,-43,16
Nevada County,,06057,2020-04-16,-58,-9,-6,-58,-42,16
Nevada County,,06057,2020-04-17,-63,-19,-34,-69,-42,18
Nevada County,,06057,2020-04-18,-67,-19,-46,-74,-38,13
Nevada County,,06057,2020-04-19,-66,-16,-32,-63,-38,
Nevada County,,06057,2020-04-20,-59,-15,-34,-63,-41,14
Nevada County,,06057,2020-04-21,-56,-16,-1,-57,-41,15
Nevada County,,06057,2020-04-22,-57,-15,-1,-57,-42,16
Nevada County,,06057,2020-04-23,-57,-9,3,-52,-42,15
Nevada County,,06057,2020-04-24,-60,-14,2,-59,-42,16
Nevada County,,06057,2020-04-25,-64,-15,-26,-68,-35,11
Nevada County,,06057,2020-04-26,-60,-6,9,-53,-40,
Nevada County,,06057,2020-04-27,-55,-6,-8,-55,-40,13
Nevada County,,06057,2020-04-28,-54,-10,31,-47,-41,6
Nevada County,,06057,2020-04-29,-52,-12,8,-60,-42,14
Nevada County,,06057,2020-04-30,-49,-3,15,-62,-40,14
Nevada County,,06057,2020-05-01,-53,-6,9,-52,-38,14
Nevada County,,06057,2020-05-02,-57,-8,-15,-57,-31,10
Nevada County,,06057,2020-05-03,-53,-3,13,-51,-36,
Nevada County,,06057,2020-05-04,-48,-6,7,-58,-37,12
Nevada County,,06057,2020-05-05,-45,0,32,-46,-37,12
Nevada County,,06057,2020-05-06,-46,-8,27,-53,-38,13
Nevada County,,06057,2020-05-07,-47,0,43,-51,-39,13
Nevada County,,06057,2020-05-08,-50,-6,32,-64,-37,13
Nevada County,,06057,2020-05-09,-49,7,9,-64,-30,8
Nevada County,,06057,2020-05-10,-47,9,27,-41,-30,5
Nevada County,,06057,2020-05-11,-47,-8,-6,-58,-36,11
Nevada County,,06057,2020-05-12,-51,-8,-23,-51,-38,15
Nevada County,,06057,2020-05-13,-47,-7,-14,-54,-35,13
Nevada County,,06057,2020-05-14,-47,0,-2,-52,-36,13
Nevada County,,06057,2020-05-15,-46,-5,29,-64,-34,12
Nevada County,,06057,2020-05-16,-49,-7,6,-58,-26,7
Nevada County,,06057,2020-05-17,-57,-18,-52,-59,-32,
Nevada County,,06057,2020-05-18,-49,-11,-28,-63,-36,14
Nevada County,,06057,2020-05-19,-43,-4,3,-47,-34,12
Nevada County,,06057,2020-05-20,-39,4,27,-47,-33,12
Nevada County,,06057,2020-05-21,-35,10,,-41,-35,11
Nevada County,,06057,2020-05-22,-40,1,60,-39,-34,11
Nevada County,,06057,2020-05-23,-41,3,40,-42,-23,6
Nevada County,,06057,2020-05-24,-36,8,117,-24,-24,4
Nevada County,,06057,2020-05-25,-43,0,186,-45,-65,13
Nevada County,,06057,2020-05-26,-35,5,84,-27,-31,10
Nevada County,,06057,2020-05-27,-33,5,80,-39,-29,10
Nevada County,,06057,2020-05-28,-33,7,84,-40,-31,10
Nevada County,,06057,2020-05-29,-39,-3,61,-41,-30,10
Nevada County,,06057,2020-05-30,-46,-12,-30,-58,-20,9
Nevada County,,06057,2020-05-31,-38,-1,54,-31,-16,4
Nevada County,,06057,2020-06-01,-33,5,31,-42,-28,8
Nevada County,,06057,2020-06-02,-29,9,100,-27,-29,8
Nevada County,,06057,2020-06-03,-29,9,92,-35,-29,9
Nevada County,,06057,2020-06-04,-28,16,89,-29,-29,9
Nevada County,,06057,2020-06-05,-34,7,71,-33,-30,8
Nevada County,,06057,2020-06-06,-36,-1,12,-42,-17,5
Nevada County,,06057,2020-06-07,-34,1,28,-22,-20,4
Nevada County,,06057,2020-06-08,-30,8,47,-40,-28,7
Nevada County,,06057,2020-06-09,-27,8,100,-28,-27,7
Nevada County,,06057,2020-06-10,-26,5,117,-36,-27,7
Nevada County,,06057,2020-06-11,-25,11,118,-34,-27,7
Nevada County,,06057,2020-06-12,-30,1,67,-27,-29,8
Nevada County,,06057,2020-06-13,-34,1,35,-33,-14,5
Nevada County,,06057,2020-06-14,-25,5,118,-8,-17,2
Nevada County,,06057,2020-06-15,-24,7,64,-35,-27,7
Nevada County,,06057,2020-06-16,-21,11,118,-20,-27,7
Nevada County,,06057,2020-06-17,-24,7,115,-37,-27,7
Nevada County,,06057,2020-06-18,-22,15,141,-25,-29,7
Nevada County,,06057,2020-06-19,-27,7,137,-28,-30,7
Nevada County,,06057,2020-06-20,-30,11,93,-33,-17,3
Nevada County,,06057,2020-06-21,-24,17,134,-13,-18,0
Nevada County,,06057,2020-06-22,-24,9,112,-33,-31,6
Nevada County,,06057,2020-06-23,-21,10,151,-17,-28,7
Orange County,,06059,2020-02-15,0,0,9,0,0,0
Orange County,,06059,2020-02-16,4,-1,22,-3,0,-1
Orange County,,06059,2020-02-17,10,1,34,-10,-33,6
Orange County,,06059,2020-02-18,1,-2,7,3,2,0
Orange County,,06059,2020-02-19,0,-2,8,2,2,0
Orange County,,06059,2020-02-20,2,0,9,1,1,0
Orange County,,06059,2020-02-21,1,-1,4,-1,1,0
Orange County,,06059,2020-02-22,-2,-1,-23,-7,1,1
Orange County,,06059,2020-02-23,5,-1,10,0,1,0
Orange County,,06059,2020-02-24,1,-2,9,-1,4,-1
Orange County,,06059,2020-02-25,4,-1,14,2,3,0
Orange County,,06059,2020-02-26,3,1,14,4,3,-1
Orange County,,06059,2020-02-27,3,2,9,3,2,0
Orange County,,06059,2020-02-28,3,3,10,2,3,-1
Orange County,,06059,2020-02-29,2,3,14,0,3,-1
Orange County,,06059,2020-03-01,2,1,-17,-5,0,1
Orange County,,06059,2020-03-02,5,4,7,0,4,-1
Orange County,,06059,2020-03-03,7,5,26,3,3,0
Orange County,,06059,2020-03-04,2,3,11,-2,2,0
Orange County,,06059,2020-03-05,2,3,9,-1,2,0
Orange County,,06059,2020-03-06,1,2,6,-3,3,0
Orange County,,06059,2020-03-07,-1,3,12,-4,2,0
Orange County,,06059,2020-03-08,1,0,17,-8,0,1
Orange County,,06059,2020-03-09,3,2,9,-6,3,0
Orange County,,06059,2020-03-10,-1,1,-30,-15,-1,4
Orange County,,06059,2020-03-11,3,4,7,-7,1,1
Orange County,,06059,2020-03-12,-5,10,-40,-21,-3,5
Orange County,,06059,2020-03-13,-4,39,-38,-23,-5,6
Orange County,,06059,2020-03-14,-15,33,-32,-23,-5,6
Orange County,,06059,2020-03-15,-18,15,-7,-26,-10,6
Orange County,,06059,2020-03-16,-15,18,-31,-33,-20,10
Orange County,,06059,2020-03-17,-20,16,-3,-30,-28,14
Orange County,,06059,2020-03-18,-32,5,-15,-38,-37,18
Orange County,,06059,2020-03-19,-36,0,-32,-45,-40,20
Orange County,,06059,2020-03-20,-42,-3,-22,-46,-44,24
Orange County,,06059,2020-03-21,-50,-12,-12,-45,-36,18
Orange County,,06059,2020-03-22,-53,-23,-18,-56,-41,16
Orange County,,06059,2020-03-23,-44,-19,-20,-52,-50,23
Orange County,,06059,2020-03-24,-43,-20,-26,-50,-51,24
Orange County,,06059,2020-03-25,-45,-20,-27,-51,-51,24
Orange County,,06059,2020-03-26,-45,-18,-28,-52,-52,25
Orange County,,06059,2020-03-27,-46,-17,-25,-52,-51,26
Orange County,,06059,2020-03-28,-52,-18,-37,-50,-39,19
Orange County,,06059,2020-03-29,-52,-24,-31,-55,-44,17
Orange County,,06059,2020-03-30,-44,-22,-21,-51,-51,23
Orange County,,06059,2020-03-31,-43,-19,-24,-49,-53,25
Orange County,,06059,2020-04-01,-43,-17,-23,-49,-53,24
Orange County,,06059,2020-04-02,-45,-16,-32,-52,-53,26
Orange County,,06059,2020-04-03,-46,-13,-29,-51,-52,26
Orange County,,06059,2020-04-04,-51,-16,-42,-50,-42,19
Orange County,,06059,2020-04-05,-55,-26,-53,-59,-46,18
Orange County,,06059,2020-04-06,-51,-28,-65,-63,-56,26
Orange County,,06059,2020-04-07,-51,-28,-61,-59,-55,28
Orange County,,06059,2020-04-08,-49,-22,-39,-55,-55,26
Orange County,,06059,2020-04-09,-55,-31,-71,-65,-57,29
Orange County,,06059,2020-04-10,-50,-17,-52,-58,-58,30
Orange County,,06059,2020-04-11,-51,-13,-42,-47,-43,19
Orange County,,06059,2020-04-12,-66,-36,-63,-59,-49,18
Orange County,,06059,2020-04-13,-49,-26,-44,-54,-53,24
Orange County,,06059,2020-04-14,-46,-22,-30,-50,-52,25
Orange County,,06059,2020-04-15,-50,-17,-28,-49,-52,24
Orange County,,06059,2020-04-16,-58,-15,-32,-52,-52,25
Orange County,,06059,2020-04-17,-59,-15,-37,-52,-51,26
Orange County,,06059,2020-04-18,-63,-15,-53,-49,-39,19
Orange County,,06059,2020-04-19,-63,-20,-37,-53,-41,16
Orange County,,06059,2020-04-20,-58,-19,-33,-53,-51,23
Orange County,,06059,2020-04-21,-56,-16,-28,-51,-51,24
Orange County,,06059,2020-04-22,-57,-15,-26,-50,-52,24
Orange County,,06059,2020-04-23,-57,-13,-29,-51,-52,24
Orange County,,06059,2020-04-24,-57,-11,-28,-52,-50,25
Orange County,,06059,2020-04-25,-59,-9,-36,-44,-37,17
Orange County,,06059,2020-04-26,-60,-16,-30,-51,-41,15
Orange County,,06059,2020-04-27,-55,-15,-24,-50,-50,22
Orange County,,06059,2020-04-28,-54,-14,-22,-48,-51,15
Orange County,,06059,2020-04-29,-54,-15,-27,-50,-51,23
Orange County,,06059,2020-04-30,-52,-12,-24,-51,-51,23
Orange County,,06059,2020-05-01,-52,-8,-24,-50,-49,24
Orange County,,06059,2020-05-02,-54,-6,-32,-43,-35,16
Orange County,,06059,2020-05-03,-55,-13,-26,-49,-36,14
Orange County,,06059,2020-05-04,-49,-12,-20,-51,-48,21
Orange County,,06059,2020-05-05,-48,-6,-17,-48,-48,22
Orange County,,06059,2020-05-06,-49,-10,-15,-48,-49,22
Orange County,,06059,2020-05-07,-48,-7,-15,-50,-49,22
Orange County,,06059,2020-05-08,-48,-2,-10,-47,-47,22
Orange County,,06059,2020-05-09,-49,8,-18,-39,-32,14
Orange County,,06059,2020-05-10,-50,-1,-17,-40,-32,11
Orange County,,06059,2020-05-11,-49,-14,-11,-49,-47,20
Orange County,,06059,2020-05-12,-47,-11,-13,-47,-47,22
Orange County,,06059,2020-05-13,-47,-10,-9,-46,-47,21
Orange County,,06059,2020-05-14,-48,-10,-11,-47,-48,22
Orange County,,06059,2020-05-15,-48,-7,-6,-45,-46,22
Orange County,,06059,2020-05-16,-50,-5,-8,-41,-31,14
Orange County,,06059,2020-05-17,-49,-11,3,-46,-32,12
Orange County,,06059,2020-05-18,-48,-14,-31,-52,-46,20
Orange County,,06059,2020-05-19,-44,-9,-4,-46,-45,21
Orange County,,06059,2020-05-20,-44,-7,0,-44,-46,20
Orange County,,06059,2020-05-21,-44,-5,1,-45,-46,20
Orange County,,06059,2020-05-22,-45,-3,-2,-45,-44,20
Orange County,,06059,2020-05-23,-48,-2,-4,-40,-28,12
Orange County,,06059,2020-05-24,-46,-7,20,-42,-30,10
Orange County,,06059,2020-05-25,-45,-6,46,-50,-76,24
Orange County,,06059,2020-05-26,-41,-8,4,-44,-43,19
Orange County,,06059,2020-05-27,-41,-8,5,-43,-43,19
Orange County,,06059,2020-05-28,-41,-6,1,-43,-43,19
Orange County,,06059,2020-05-29,-42,-7,-8,-44,-41,20
Orange County,,06059,2020-05-30,-43,-3,0,-34,-19,11
Orange County,,06059,2020-05-31,-45,-10,5,-41,-22,11
Orange County,,06059,2020-06-01,-43,-12,-14,-46,-42,18
Orange County,,06059,2020-06-02,-40,-6,-7,-45,-42,19
Orange County,,06059,2020-06-03,-39,-5,-1,-43,-42,18
Orange County,,06059,2020-06-04,-38,-4,-8,-44,-42,19
Orange County,,06059,2020-06-05,-39,-4,-15,-43,-41,19
Orange County,,06059,2020-06-06,-40,-1,-10,-35,-20,11
Orange County,,06059,2020-06-07,-38,-7,15,-40,-21,9
Orange County,,06059,2020-06-08,-35,-6,3,-43,-40,16
Orange County,,06059,2020-06-09,-33,-3,10,-42,-40,17
Orange County,,06059,2020-06-10,-33,-3,12,-40,-41,17
Orange County,,06059,2020-06-11,-33,-1,10,-39,-41,17
Orange County,,06059,2020-06-12,-34,-2,8,-38,-39,16
Orange County,,06059,2020-06-13,-36,-1,10,-28,-17,9
Orange County,,06059,2020-06-14,-34,-6,25,-34,-18,7
Orange County,,06059,2020-06-15,-32,-7,9,-39,-40,15
Orange County,,06059,2020-06-16,-31,-5,13,-37,-40,16
Orange County,,06059,2020-06-17,-32,-6,9,-39,-41,16
Orange County,,06059,2020-06-18,-32,-4,7,-40,-41,16
Orange County,,06059,2020-06-19,-33,-2,7,-40,-40,15
Orange County,,06059,2020-06-20,-34,3,3,-33,-16,8
Orange County,,06059,2020-06-21,-35,-4,10,-37,-15,6
Orange County,,06059,2020-06-22,-32,-10,9,-41,-42,15
Orange County,,06059,2020-06-23,-30,-7,15,-39,-42,16
Placer County,,06061,2020-02-15,2,11,31,-1,-1,0
Placer County,,06061,2020-02-16,10,22,62,5,1,-2
Placer County,,06061,2020-02-17,19,14,63,-3,-43,7
Placer County,,06061,2020-02-18,2,12,34,2,-2,0
Placer County,,06061,2020-02-19,1,7,30,-1,-2,0
Placer County,,06061,2020-02-20,4,8,39,15,-2,0
Placer County,,06061,2020-02-21,2,8,21,3,-2,1
Placer County,,06061,2020-02-22,2,12,45,-5,1,-1
Placer County,,06061,2020-02-23,9,22,49,2,3,-1
Placer County,,06061,2020-02-24,2,7,24,-1,3,-1
Placer County,,06061,2020-02-25,3,12,29,-4,2,-1
Placer County,,06061,2020-02-26,3,9,28,4,2,-1
Placer County,,06061,2020-02-27,5,10,36,28,2,-1
Placer County,,06061,2020-02-28,4,13,15,18,3,0
Placer County,,06061,2020-02-29,6,21,33,3,1,-1
Placer County,,06061,2020-03-01,9,22,12,2,3,0
Placer County,,06061,2020-03-02,7,16,16,5,2,0
Placer County,,06061,2020-03-03,7,17,35,17,2,-1
Placer County,,06061,2020-03-04,3,12,27,8,1,0
Placer County,,06061,2020-03-05,3,11,39,21,1,-1
Placer County,,06061,2020-03-06,1,11,15,8,1,1
Placer County,,06061,2020-03-07,-3,1,-16,-23,-1,2
Placer County,,06061,2020-03-08,2,8,16,-17,0,1
Placer County,,06061,2020-03-09,3,12,25,4,2,0
Placer County,,06061,2020-03-10,2,15,41,14,1,0
Placer County,,06061,2020-03-11,-1,14,43,3,-1,1
Placer County,,06061,2020-03-12,1,22,35,15,-2,1
Placer County,,06061,2020-03-13,-2,38,6,4,-5,3
Placer County,,06061,2020-03-14,-19,9,-50,-37,-7,7
Placer County,,06061,2020-03-15,-23,-3,-50,-48,-13,6
Placer County,,06061,2020-03-16,-12,33,-39,-35,-25,10
Placer County,,06061,2020-03-17,-20,29,10,-25,-30,12
Placer County,,06061,2020-03-18,-28,15,-14,-35,-38,16
Placer County,,06061,2020-03-19,-27,15,37,-16,-40,15
Placer County,,06061,2020-03-20,-45,1,0,-33,-46,20
Placer County,,06061,2020-03-21,-53,-16,8,-47,-34,13
Placer County,,06061,2020-03-22,-51,-25,35,-50,-40,11
Placer County,,06061,2020-03-23,-43,-10,-7,-46,-50,19
Placer County,,06061,2020-03-24,-46,-7,-22,-45,-52,21
Placer County,,06061,2020-03-25,-45,-10,-1,-41,-53,21
Placer County,,06061,2020-03-26,-43,-8,11,-34,-53,21
Placer County,,06061,2020-03-27,-46,-10,-1,-40,-51,22
Placer County,,06061,2020-03-28,-56,-25,-46,-57,-41,16
Placer County,,06061,2020-03-29,-52,-27,-2,-55,-44,13
Placer County,,06061,2020-03-30,-42,-13,-6,-41,-52,19
Placer County,,06061,2020-03-31,-40,-2,16,-34,-55,20
Placer County,,06061,2020-04-01,-42,-3,5,-41,-53,20
Placer County,,06061,2020-04-02,-42,-5,16,-33,-53,21
Placer County,,06061,2020-04-03,-45,-7,-3,-40,-53,21
Placer County,,06061,2020-04-04,-58,-29,-66,-67,-43,17
Placer County,,06061,2020-04-05,-62,-42,-69,-70,-48,15
Placer County,,06061,2020-04-06,-44,-13,-25,-44,-55,20
Placer County,,06061,2020-04-07,-43,-7,8,-36,-55,21
Placer County,,06061,2020-04-08,-44,-13,-3,-38,-56,22
Placer County,,06061,2020-04-09,-44,-11,-7,-38,-56,22
Placer County,,06061,2020-04-10,-45,-10,-4,-38,-55,22
Placer County,,06061,2020-04-11,-50,-13,-15,-51,-41,14
Placer County,,06061,2020-04-12,-66,-45,-8,-48,-50,12
Placer County,,06061,2020-04-13,-42,-19,7,-38,-53,19
Placer County,,06061,2020-04-14,-41,-11,18,-32,-53,20
Placer County,,06061,2020-04-15,-46,-8,6,-32,-52,20
Placer County,,06061,2020-04-16,-56,-8,12,-21,-52,21
Placer County,,06061,2020-04-17,-58,-12,-11,-33,-51,22
Placer County,,06061,2020-04-18,-60,-20,-10,-43,-37,14
Placer County,,06061,2020-04-19,-58,-28,13,-37,-39,11
Placer County,,06061,2020-04-20,-55,-12,-7,-32,-51,19
Placer County,,06061,2020-04-21,-54,-1,19,-20,-51,19
Placer County,,06061,2020-04-22,-54,-6,16,-27,-52,20
Placer County,,06061,2020-04-23,-54,-7,21,-22,-51,20
Placer County,,06061,2020-04-24,-56,-6,1,-26,-50,21
Placer County,,06061,2020-04-25,-58,-17,-5,-42,-36,13
Placer County,,06061,2020-04-26,-56,-22,19,-35,-39,10
Placer County,,06061,2020-04-27,-50,-4,9,-28,-50,18
Placer County,,06061,2020-04-28,-52,4,20,-21,-51,11
Placer County,,06061,2020-04-29,-50,-3,17,-27,-51,19
Placer County,,06061,2020-04-30,-48,-1,20,-14,-50,19
Placer County,,06061,2020-05-01,-49,0,5,-20,-47,19
Placer County,,06061,2020-05-02,-53,-11,-1,-37,-33,12
Placer County,,06061,2020-05-03,-50,-17,28,-29,-33,9
Placer County,,06061,2020-05-04,-45,1,16,-21,-47,16
Placer County,,06061,2020-05-05,-45,13,21,-10,-47,17
Placer County,,06061,2020-05-06,-47,1,23,-20,-48,18
Placer County,,06061,2020-05-07,-46,1,28,-3,-48,18
Placer County,,06061,2020-05-08,-47,2,7,-22,-47,18
Placer County,,06061,2020-05-09,-49,11,8,-34,-31,10
Placer County,,06061,2020-05-10,-46,5,33,-32,-30,7
Placer County,,06061,2020-05-11,-45,-8,9,-26,-46,16
Placer County,,06061,2020-05-12,-47,-3,-1,-20,-47,18
Placer County,,06061,2020-05-13,-45,-3,17,-23,-47,18
Placer County,,06061,2020-05-14,-44,-4,24,-13,-47,17
Placer County,,06061,2020-05-15,-44,-4,23,-18,-45,17
Placer County,,06061,2020-05-16,-46,-3,27,-34,-29,9
Placer County,,06061,2020-05-17,-50,-17,-32,-46,-32,10
Placer County,,06061,2020-05-18,-42,-10,-21,-30,-46,17
Placer County,,06061,2020-05-19,-38,2,22,-21,-45,16
Placer County,,06061,2020-05-20,-37,2,35,-17,-44,16
Placer County,,06061,2020-05-21,-36,5,47,0,-45,15
Placer County,,06061,2020-05-22,-35,6,34,-5,-44,15
Placer County,,06061,2020-05-23,-39,10,42,-18,-23,7
Placer County,,06061,2020-05-24,-34,9,82,-18,-24,5
Placer County,,06061,2020-05-25,-35,3,82,-35,-73,18
Placer County,,06061,2020-05-26,-35,6,19,-11,-42,15
Placer County,,06061,2020-05-27,-34,4,26,-16,-42,15
Placer County,,06061,2020-05-28,-33,7,42,-4,-41,15
Placer County,,06061,2020-05-29,-35,3,33,-9,-40,15
Placer County,,06061,2020-05-30,-38,0,4,-22,-15,9
Placer County,,06061,2020-05-31,-33,3,62,-24,-16,5
Placer County,,06061,2020-06-01,-32,3,31,-16,-40,13
Placer County,,06061,2020-06-02,-32,11,40,-11,-41,14
Placer County,,06061,2020-06-03,-30,7,34,-7,-40,14
Placer County,,06061,2020-06-04,-29,6,49,12,-41,13
Placer County,,06061,2020-06-05,-30,4,40,-2,-39,13
Placer County,,06061,2020-06-06,-33,5,46,-10,-15,6
Placer County,,06061,2020-06-07,-26,4,68,-8,-17,5
Placer County,,06061,2020-06-08,-20,1,46,24,-39,12
Placer County,,06061,2020-06-09,-22,6,57,31,-39,12
Placer County,,06061,2020-06-10,-21,6,53,37,-40,13
Placer County,,06061,2020-06-11,-20,5,64,48,-40,12
Placer County,,06061,2020-06-12,-25,0,30,32,-39,13
Placer County,,06061,2020-06-13,-26,4,52,20,-11,6
Placer County,,06061,2020-06-14,-18,7,99,44,-16,3
Placer County,,06061,2020-06-15,-18,1,55,30,-39,11
Placer County,,06061,2020-06-16,-18,8,69,29,-40,12
Placer County,,06061,2020-06-17,-20,5,65,21,-40,12
Placer County,,06061,2020-06-18,-19,8,81,42,-40,12
Placer County,,06061,2020-06-19,-23,8,49,33,-40,11
Placer County,,06061,2020-06-20,-25,15,77,28,-11,4
Placer County,,06061,2020-06-21,-21,9,86,54,-12,2
Placer County,,06061,2020-06-22,-20,1,56,30,-41,11
Placer County,,06061,2020-06-23,-20,5,66,35,-41,12
Plumas County,,06063,2020-02-15,18,15,,,,
Plumas County,,06063,2020-02-16,22,13,,,-2,
Plumas County,,06063,2020-02-17,-3,-2,,,-35,
Plumas County,,06063,2020-02-18,-3,-1,,,-7,
Plumas County,,06063,2020-02-19,-7,1,,,-11,
Plumas County,,06063,2020-02-20,3,-2,,,-8,
Plumas County,,06063,2020-02-21,-4,-1,,,-3,
Plumas County,,06063,2020-02-22,12,4,,,,
Plumas County,,06063,2020-02-23,6,8,,,,
Plumas County,,06063,2020-02-24,9,7,,,6,
Plumas County,,06063,2020-02-25,3,-2,,,8,
Plumas County,,06063,2020-02-26,5,1,,,4,
Plumas County,,06063,2020-02-27,6,11,,,7,
Plumas County,,06063,2020-02-28,5,8,,,10,
Plumas County,,06063,2020-02-29,17,1,,,,
Plumas County,,06063,2020-03-01,7,9,,,,
Plumas County,,06063,2020-03-02,12,12,,,14,
Plumas County,,06063,2020-03-03,10,11,,,7,
Plumas County,,06063,2020-03-04,7,4,,,0,
Plumas County,,06063,2020-03-05,14,6,,,12,
Plumas County,,06063,2020-03-06,4,9,,,11,
Plumas County,,06063,2020-03-07,13,7,,,,
Plumas County,,06063,2020-03-08,6,0,,,,
Plumas County,,06063,2020-03-09,5,1,,,6,
Plumas County,,06063,2020-03-10,5,2,,,6,
Plumas County,,06063,2020-03-11,5,14,,,6,
Plumas County,,06063,2020-03-12,13,10,,,1,
Plumas County,,06063,2020-03-13,2,34,,,14,
Plumas County,,06063,2020-03-14,-12,13,,,,
Plumas County,,06063,2020-03-15,-23,-1,,,-16,
Plumas County,,06063,2020-03-16,-17,18,,,-28,
Plumas County,,06063,2020-03-17,-37,1,,,-26,
Plumas County,,06063,2020-03-18,-25,12,,,-25,
Plumas County,,06063,2020-03-19,-15,28,,,-20,
Plumas County,,06063,2020-03-20,-24,15,,,-23,
Plumas County,,06063,2020-03-21,-25,5,,,-11,
Plumas County,,06063,2020-03-22,-26,-1,,,-18,
Plumas County,,06063,2020-03-23,-21,4,,,-19,
Plumas County,,06063,2020-03-24,-43,-14,,,-28,
Plumas County,,06063,2020-03-25,-53,-7,,,-33,
Plumas County,,06063,2020-03-26,-34,-4,,,-31,
Plumas County,,06063,2020-03-27,-34,-2,,,-26,
Plumas County,,06063,2020-03-28,-44,-4,,,-16,
Plumas County,,06063,2020-03-29,-30,-8,,,-25,
Plumas County,,06063,2020-03-30,-30,-1,,,-28,
Plumas County,,06063,2020-03-31,-32,-7,,,-32,
Plumas County,,06063,2020-04-01,-28,5,,,-33,
Plumas County,,06063,2020-04-02,-27,-2,,,-33,
Plumas County,,06063,2020-04-03,-24,16,,,-28,
Plumas County,,06063,2020-04-04,-48,2,,,-20,
Plumas County,,06063,2020-04-05,-64,-18,,,-36,
Plumas County,,06063,2020-04-06,,,,,-31,
Plumas County,,06063,2020-04-07,,,,,-34,
Plumas County,,06063,2020-04-08,,,,,-36,
Plumas County,,06063,2020-04-09,,,,,-33,
Plumas County,,06063,2020-04-10,,,,,-30,
Plumas County,,06063,2020-04-11,,,,,-18,
Plumas County,,06063,2020-04-12,,,,,-26,
Plumas County,,06063,2020-04-13,,,,,-30,
Plumas County,,06063,2020-04-14,,,,,-31,
Plumas County,,06063,2020-04-15,,,,,-31,
Plumas County,,06063,2020-04-16,,,,,-28,
Plumas County,,06063,2020-04-17,,,,,-27,
Plumas County,,06063,2020-04-18,,,,,-11,
Plumas County,,06063,2020-04-19,,,,,-22,
Plumas County,,06063,2020-04-20,,,,,-21,
Plumas County,,06063,2020-04-21,,,,,-24,
Plumas County,,06063,2020-04-22,,,,,-29,
Plumas County,,06063,2020-04-23,,,,,-29,
Plumas County,,06063,2020-04-24,,,,,-23,
Plumas County,,06063,2020-04-25,,,,,-10,
